Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X5,2016,Africa,Blue,Hybrid,Automatic,4.7,114842,88243,4078,Low
i3,2012,Middle East,Grey,Electric,Automatic,4.3,103664,30239,1341,Low
X1,2015,North America,Blue,Diesel,Automatic,3.4,1685,35124,2753,Low
i3,2017,Middle East,Silver,Petrol,Automatic,2.3,24721,79563,5699,Low
X5,2011,Europe,Black,Petrol,Manual,1.8,84706,109315,1708,Low
M3,2011,South America,Red,Hybrid,Automatic,3.2,119472,60656,416,Low
M5,2017,North America,Blue,Petrol,Manual,2.5,127941,68546,1901,Low
3 Series,2013,Europe,Blue,Hybrid,Manual,3,131089,108285,2954,Low
i8,2017,Europe,Black,Electric,Automatic,3.6,157017,96117,3994,Low
X6,2021,Europe,Black,Diesel,Manual,1.9,35654,101776,9808,High
7 Series,2012,North America,Silver,Hybrid,Automatic,3.9,142037,76380,3981,Low
i3,2021,Africa,Blue,Diesel,Automatic,2.2,165116,70228,7173,High
i8,2011,Asia,Black,Electric,Automatic,2.5,195455,99821,9212,High
X5,2015,Middle East,White,Hybrid,Automatic,1.7,26817,55491,1085,Low
M3,2014,South America,Red,Petrol,Manual,4.6,194514,42829,5728,Low
M3,2022,South America,Silver,Hybrid,Automatic,2.4,30585,72998,3184,Low
X3,2016,South America,Silver,Petrol,Automatic,3.4,49130,109143,2214,Low
i8,2013,North America,Red,Hybrid,Automatic,4.3,1817,119798,6678,Low
X6,2014,North America,Grey,Diesel,Automatic,3.5,24178,99607,913,Low
M5,2021,Middle East,Black,Hybrid,Automatic,1.9,51997,101210,5561,Low
X1,2014,North America,Red,Electric,Manual,2.4,157300,118494,6004,Low
X3,2015,South America,White,Diesel,Automatic,4.3,176825,50530,933,Low
i3,2023,Middle East,Grey,Electric,Automatic,1.5,93205,76655,4363,Low
7 Series,2011,Asia,Blue,Hybrid,Automatic,2.8,157549,61308,3843,Low
X5,2011,Asia,Black,Petrol,Manual,3,154063,109828,362,Low
X5,2015,North America,White,Petrol,Manual,3.6,81288,70342,9370,High
i3,2017,Africa,Red,Electric,Automatic,3.4,199111,109106,899,Low
M5,2013,North America,Blue,Diesel,Manual,3.3,64116,49891,7918,High
M3,2021,South America,Blue,Hybrid,Automatic,2.8,103793,49476,5243,Low
i8,2011,Asia,White,Hybrid,Automatic,4.5,138118,114209,7070,High
X1,2021,Europe,Silver,Diesel,Manual,2.5,74473,69908,7713,High
i3,2013,Asia,Red,Diesel,Manual,4.3,122677,54115,3451,Low
M3,2018,Middle East,White,Hybrid,Automatic,4.8,34643,48111,8922,High
i3,2021,Asia,White,Petrol,Automatic,3.1,174541,76136,6847,Low
M3,2010,Asia,Black,Diesel,Automatic,4,56627,41225,2845,Low
M5,2017,South America,Silver,Petrol,Automatic,2.7,88890,50985,1999,Low
X5,2019,Asia,Blue,Diesel,Manual,2.2,171470,30581,3276,Low
X5,2016,Europe,Red,Diesel,Automatic,4.8,180098,108890,4703,Low
M3,2014,Asia,Black,Diesel,Automatic,3.2,14684,87733,8511,High
M5,2012,North America,Blue,Petrol,Manual,2.2,62564,93690,8501,High
X1,2022,North America,Black,Petrol,Manual,2.9,144365,39889,7251,High
M3,2022,Europe,Red,Diesel,Automatic,2.7,194943,114270,776,Low
3 Series,2016,Middle East,Grey,Electric,Automatic,3.7,140222,31245,9865,High
7 Series,2019,Europe,Blue,Electric,Manual,3,94927,68288,6604,Low
7 Series,2020,South America,Blue,Electric,Automatic,4.8,177577,114079,4316,Low
5 Series,2014,Middle East,White,Petrol,Manual,3.7,119118,59422,2925,Low
M5,2011,Asia,Red,Electric,Automatic,2.2,156644,100199,1532,Low
X5,2018,Africa,Red,Electric,Manual,3.1,119067,113008,9394,High
M5,2018,North America,Blue,Petrol,Manual,4.4,51485,62867,4248,Low
M3,2015,Asia,Red,Hybrid,Manual,2,41514,116902,8897,High
5 Series,2020,North America,Black,Electric,Manual,4.9,176687,111117,7754,High
M5,2019,Asia,Blue,Hybrid,Automatic,5,49184,78278,7337,High
3 Series,2013,South America,Silver,Petrol,Automatic,3,83695,95560,8040,High
3 Series,2013,South America,Black,Electric,Manual,2.6,133330,59720,4469,Low
X1,2015,South America,Black,Electric,Automatic,3.2,5070,53307,4758,Low
i8,2010,Asia,White,Diesel,Automatic,4.5,170127,40085,9153,High
M5,2018,South America,White,Hybrid,Automatic,4.1,76130,109196,1107,Low
X6,2018,Europe,Black,Electric,Automatic,2.1,176440,65924,9826,High
X6,2017,Europe,Red,Petrol,Automatic,3.9,187435,90725,9738,High
M5,2019,Africa,White,Petrol,Manual,3,96900,31345,9628,High
M3,2022,South America,Grey,Diesel,Automatic,2.8,163955,118318,7649,High
i8,2024,South America,Red,Hybrid,Manual,5,92663,39913,1859,Low
X5,2010,South America,Blue,Petrol,Manual,3.6,98043,61653,813,Low
X5,2012,North America,Silver,Diesel,Automatic,4.3,190159,36804,3615,Low
M5,2020,North America,Blue,Diesel,Automatic,2.3,28934,64804,6200,Low
3 Series,2011,Asia,Silver,Petrol,Automatic,4.5,60437,77981,6008,Low
X5,2011,Middle East,Silver,Hybrid,Manual,3.9,72264,80285,9374,High
i8,2014,South America,Black,Electric,Manual,3.7,9651,46770,6807,Low
X1,2012,South America,Red,Diesel,Manual,3.3,127598,42682,4785,Low
X1,2024,Africa,Grey,Diesel,Automatic,2,23827,76805,7562,High
i3,2020,Europe,Silver,Petrol,Automatic,3.2,89837,115554,6278,Low
M5,2019,South America,White,Diesel,Manual,3.1,192690,37177,5946,Low
X6,2011,Africa,Black,Petrol,Automatic,4.2,184166,73488,6955,Low
5 Series,2011,Asia,Black,Hybrid,Automatic,3,122634,82702,8447,High
X3,2015,Middle East,Black,Petrol,Automatic,4.6,42470,90974,2045,Low
5 Series,2016,Africa,White,Electric,Manual,4.3,97796,34578,9352,High
7 Series,2012,South America,Silver,Petrol,Manual,3.8,93073,102551,6709,Low
7 Series,2021,South America,Blue,Diesel,Automatic,3.5,171939,30487,8987,High
7 Series,2010,North America,Silver,Hybrid,Automatic,3,143327,66994,4031,Low
M5,2015,Asia,Black,Electric,Automatic,4.4,15464,84812,4846,Low
7 Series,2014,Africa,White,Petrol,Manual,2.1,14185,100494,7975,High
M3,2010,Europe,Blue,Electric,Automatic,2.3,146471,106372,5632,Low
X1,2020,Asia,Red,Electric,Automatic,2,192921,41036,7014,High
X3,2014,Asia,Grey,Petrol,Manual,4.4,39363,75379,2447,Low
i3,2014,Europe,Grey,Electric,Automatic,2.2,24912,114014,7072,High
5 Series,2015,Africa,Red,Hybrid,Automatic,4.3,103831,92923,9765,High
i8,2017,Asia,Red,Hybrid,Manual,4.3,25646,92680,6142,Low
X6,2013,Middle East,Blue,Hybrid,Manual,3.2,62711,92801,8817,High
M5,2015,Africa,Silver,Hybrid,Manual,3.2,177818,74826,769,Low
X5,2024,South America,Red,Electric,Automatic,3.1,77834,77887,6346,Low
X6,2016,Asia,Black,Petrol,Manual,3.9,96148,107569,5698,Low
X5,2020,Middle East,Blue,Hybrid,Automatic,2,14779,109700,4635,Low
X6,2010,Middle East,Black,Diesel,Manual,4.7,51318,84989,5401,Low
3 Series,2019,Africa,Grey,Petrol,Manual,4.4,15984,31252,8249,High
M5,2021,Europe,Blue,Electric,Manual,2.4,27204,88604,1889,Low
X5,2011,Middle East,Black,Electric,Manual,2.8,158326,95368,4684,Low
X1,2011,Middle East,Grey,Petrol,Automatic,3.6,17226,54493,4691,Low
X6,2018,Africa,White,Hybrid,Manual,2.5,189717,111468,7673,High
5 Series,2012,South America,Silver,Petrol,Automatic,1.6,77547,84087,592,Low
X3,2017,Africa,Blue,Electric,Manual,3.2,112334,46595,3726,Low
7 Series,2022,South America,Red,Hybrid,Manual,2.2,85677,108358,722,Low
3 Series,2016,Africa,White,Diesel,Automatic,3.7,149141,89311,6930,Low
X5,2012,Europe,Red,Electric,Automatic,2.8,128019,45135,7903,High
X3,2016,Middle East,Silver,Diesel,Manual,2.1,40959,107393,3009,Low
X1,2013,Africa,Red,Hybrid,Manual,2.8,188363,91010,5985,Low
M3,2023,South America,Red,Hybrid,Automatic,4.3,39420,95807,4235,Low
5 Series,2019,Europe,Blue,Petrol,Manual,2.6,50762,41337,5956,Low
X6,2018,North America,Black,Petrol,Automatic,2.3,167142,52490,1741,Low
i3,2022,South America,White,Hybrid,Automatic,3,171891,78185,6692,Low
X5,2015,Africa,White,Electric,Automatic,4.1,52153,96930,9942,High
7 Series,2019,North America,Black,Petrol,Automatic,4.5,12790,90670,9808,High
X1,2017,North America,Red,Diesel,Manual,3.8,90848,30933,8406,High
M3,2020,North America,Silver,Hybrid,Automatic,3,145908,78064,8845,High
i3,2020,South America,Silver,Electric,Manual,2.8,77710,93156,3902,Low
i3,2023,Asia,Red,Diesel,Automatic,3.7,131851,82798,8792,High
X5,2017,South America,Black,Petrol,Manual,3.3,76740,81530,6725,Low
M3,2022,South America,Red,Electric,Manual,2.6,21010,92102,2791,Low
3 Series,2012,North America,White,Diesel,Manual,2.3,70941,111227,6168,Low
M5,2024,Europe,Blue,Petrol,Automatic,1.8,186887,91494,8816,High
X3,2014,South America,Silver,Diesel,Manual,2.2,21942,103720,3202,Low
5 Series,2017,North America,Red,Hybrid,Automatic,1.7,176146,54924,193,Low
7 Series,2011,South America,Grey,Electric,Automatic,4.3,53192,65210,1008,Low
i8,2024,Africa,Blue,Electric,Automatic,3.1,123793,96224,2141,Low
M3,2014,North America,White,Petrol,Automatic,3.1,70528,78728,8304,High
X5,2016,Middle East,Grey,Electric,Automatic,3.4,139632,84846,1178,Low
3 Series,2010,South America,Blue,Petrol,Manual,2.6,50536,116971,2382,Low
X3,2017,Asia,Black,Hybrid,Automatic,2.2,40729,48535,1936,Low
X3,2014,South America,Silver,Diesel,Manual,3.8,130902,39584,4686,Low
3 Series,2021,South America,Silver,Hybrid,Manual,4.8,125551,31150,2325,Low
X3,2014,South America,Black,Hybrid,Automatic,3.5,34909,49350,6481,Low
M5,2016,Middle East,Black,Petrol,Manual,4.5,149796,38374,4961,Low
X6,2020,Europe,White,Petrol,Manual,1.5,160220,37240,1943,Low
M3,2011,South America,Silver,Hybrid,Automatic,3.3,22411,32825,5209,Low
7 Series,2011,Asia,Grey,Petrol,Automatic,5,98533,55326,7503,High
i8,2021,Europe,Silver,Hybrid,Automatic,5,95554,106877,2910,Low
3 Series,2024,Africa,White,Hybrid,Manual,2.7,39788,83754,2102,Low
M3,2012,North America,Black,Hybrid,Automatic,3.6,55583,104613,5253,Low
7 Series,2017,Asia,White,Hybrid,Automatic,3.1,50813,67082,3888,Low
X6,2015,Asia,Blue,Petrol,Automatic,4.2,94890,78397,6267,Low
X5,2018,Asia,Grey,Hybrid,Automatic,3.9,77818,101379,602,Low
X3,2019,Asia,Red,Petrol,Manual,4.2,140768,107749,1399,Low
X3,2015,Asia,Silver,Petrol,Automatic,2.1,127880,72440,4266,Low
M3,2014,North America,Blue,Diesel,Automatic,3.2,121804,43805,2847,Low
M5,2024,Europe,Grey,Hybrid,Automatic,4.6,169938,93825,5325,Low
i8,2019,Africa,Red,Petrol,Automatic,1.6,179986,116072,1195,Low
i3,2024,North America,Silver,Petrol,Manual,2.2,38825,80706,3188,Low
7 Series,2021,Europe,Grey,Hybrid,Manual,1.7,8059,75846,1962,Low
X6,2024,South America,Blue,Electric,Automatic,2.9,133488,37795,4271,Low
5 Series,2022,Europe,Silver,Diesel,Automatic,2.6,55672,95293,5106,Low
M3,2022,Middle East,Grey,Petrol,Automatic,1.5,144650,99622,9307,High
5 Series,2022,Africa,Black,Petrol,Manual,2.6,75921,58290,5186,Low
5 Series,2010,Middle East,Black,Hybrid,Manual,2.5,54952,75942,8138,High
X1,2018,North America,Black,Electric,Automatic,4.6,12131,96669,6211,Low
X3,2018,Asia,Blue,Petrol,Automatic,2,32198,111428,7897,High
5 Series,2019,Middle East,Blue,Electric,Automatic,4.2,104060,82773,3842,Low
i8,2010,South America,Silver,Hybrid,Automatic,4,173886,35441,3884,Low
5 Series,2012,South America,Black,Petrol,Automatic,3.6,120201,91383,1862,Low
i3,2010,Africa,Red,Petrol,Automatic,1.9,78099,54309,2038,Low
M3,2019,South America,White,Petrol,Manual,4.4,66741,50597,1829,Low
X3,2021,Europe,Blue,Petrol,Manual,2.3,19207,116336,7049,High
M5,2013,Asia,White,Hybrid,Automatic,3.3,69562,44329,7668,High
7 Series,2022,South America,Black,Petrol,Manual,4.4,121532,34119,8025,High
M3,2010,Middle East,Silver,Hybrid,Manual,3.3,90694,51527,4719,Low
7 Series,2011,Africa,Blue,Diesel,Manual,2.9,97224,61123,5544,Low
i3,2024,Europe,Grey,Petrol,Manual,4.4,115901,96833,998,Low
i8,2015,North America,Blue,Hybrid,Manual,2.7,12192,66367,8191,High
X3,2011,Middle East,White,Diesel,Automatic,2.9,9934,114907,4188,Low
X1,2011,Africa,Red,Hybrid,Automatic,2.4,16136,86449,6111,Low
5 Series,2014,North America,Red,Diesel,Manual,2.5,6242,68111,4483,Low
X1,2023,Europe,Silver,Electric,Automatic,3.3,76763,110653,2368,Low
X3,2011,North America,Silver,Diesel,Manual,3.8,139739,69294,6024,Low
M3,2014,Asia,White,Hybrid,Manual,3.5,7760,79798,937,Low
X1,2015,Europe,White,Diesel,Automatic,2.4,69127,31408,4819,Low
7 Series,2012,North America,Red,Diesel,Automatic,4.5,10674,86849,7695,High
X1,2021,South America,Blue,Petrol,Manual,2,112301,115977,6297,Low
X5,2024,North America,Black,Hybrid,Automatic,4.9,197845,92188,9899,High
3 Series,2018,North America,Red,Petrol,Automatic,2.7,147281,86407,5004,Low
i8,2017,Middle East,White,Electric,Automatic,3.9,139758,87659,4798,Low
X1,2014,Middle East,White,Diesel,Automatic,2.3,74665,60033,3240,Low
M5,2013,Asia,Red,Electric,Manual,4.2,115810,39217,304,Low
i8,2022,Africa,Blue,Diesel,Automatic,4.7,152052,117782,3008,Low
X5,2021,Europe,Black,Petrol,Automatic,3.8,7048,114018,3413,Low
X5,2013,Europe,Grey,Diesel,Manual,1.8,70906,58576,5891,Low
X1,2019,Europe,White,Electric,Manual,1.9,154125,102873,8414,High
X1,2010,Africa,White,Electric,Manual,4.4,33627,110306,859,Low
5 Series,2015,Asia,Grey,Petrol,Manual,2.4,11246,65382,1287,Low
X6,2014,Middle East,Red,Electric,Manual,3.2,145539,117398,3863,Low
i8,2014,Europe,Blue,Petrol,Automatic,4.6,126985,111918,4409,Low
i8,2017,South America,White,Petrol,Automatic,3.4,132352,80877,9189,High
X1,2010,Europe,Red,Diesel,Manual,4.3,73851,50212,356,Low
i8,2023,South America,Grey,Electric,Manual,4.5,169070,74658,6628,Low
X3,2016,Asia,Black,Petrol,Automatic,3.8,19570,53065,9577,High
i3,2010,North America,Silver,Diesel,Automatic,2.1,83331,35421,6122,Low
M3,2013,Europe,Blue,Diesel,Automatic,2.6,38423,66299,7746,High
M3,2020,North America,Red,Hybrid,Manual,2.6,84529,115995,7621,High
M5,2012,Asia,Red,Hybrid,Manual,3.5,31093,38704,952,Low
X6,2019,North America,White,Petrol,Automatic,3.6,132103,38391,2612,Low
i8,2023,Europe,Red,Hybrid,Automatic,4.8,175428,81784,4844,Low
X1,2013,Asia,Black,Hybrid,Automatic,3.5,40989,32802,3470,Low
X3,2011,Middle East,Red,Diesel,Automatic,2.1,183679,92893,242,Low
M3,2012,Africa,White,Petrol,Automatic,4.3,71143,53554,1339,Low
X5,2017,South America,Red,Electric,Manual,2.5,93209,97745,6940,Low
7 Series,2012,South America,White,Diesel,Automatic,2.4,62697,61108,7857,High
X6,2024,Africa,White,Hybrid,Manual,4,89785,80019,5200,Low
i3,2016,Africa,Blue,Diesel,Automatic,4.2,195774,110338,1596,Low
M5,2016,Middle East,Grey,Electric,Automatic,2.5,141488,116314,8716,High
5 Series,2014,North America,Red,Diesel,Automatic,2.9,73444,101115,5278,Low
X3,2015,Middle East,Grey,Petrol,Automatic,3.9,78699,118183,3966,Low
i8,2013,North America,Red,Diesel,Automatic,3.3,90736,77611,3699,Low
i3,2012,Asia,Black,Petrol,Automatic,4.7,192413,114851,1342,Low
3 Series,2015,North America,Red,Electric,Manual,2.7,58829,61136,1946,Low
X5,2017,North America,Blue,Electric,Automatic,2.9,11418,60460,8635,High
X1,2015,Africa,Black,Petrol,Automatic,4.6,161040,85125,2667,Low
i3,2015,Europe,Blue,Electric,Manual,3.8,151315,69265,7449,High
M5,2022,Middle East,White,Diesel,Manual,1.5,151004,90081,522,Low
M5,2010,Asia,Red,Electric,Manual,3.9,32088,78850,9089,High
X6,2021,Middle East,White,Hybrid,Manual,3.6,199243,37364,5371,Low
M3,2020,South America,Silver,Electric,Automatic,2.8,132243,76610,8573,High
M3,2020,North America,Grey,Hybrid,Automatic,4.5,172488,100999,3246,Low
X5,2019,Africa,Blue,Electric,Manual,2.1,161177,95908,2775,Low
7 Series,2024,Europe,White,Diesel,Manual,2.2,162681,74026,2133,Low
i3,2014,South America,Red,Hybrid,Automatic,4.8,160988,111758,3224,Low
i8,2024,South America,Grey,Electric,Manual,2.4,145951,109694,4910,Low
3 Series,2012,Middle East,Black,Electric,Manual,4.4,75519,48931,2336,Low
i8,2019,South America,Blue,Electric,Manual,3.9,165556,88718,9847,High
i8,2014,Africa,Grey,Diesel,Automatic,2.3,187219,78920,5168,Low
X3,2023,Europe,White,Electric,Automatic,1.7,57556,45904,3173,Low
X5,2018,Africa,Silver,Electric,Automatic,3.1,84574,43982,3057,Low
X3,2011,South America,Black,Hybrid,Manual,4.8,108028,99883,2054,Low
7 Series,2021,Africa,Red,Hybrid,Manual,2.9,73144,56419,6298,Low
i3,2014,Europe,Grey,Petrol,Manual,1.9,15651,33741,9650,High
M5,2023,Middle East,Black,Electric,Automatic,1.7,178546,55509,4787,Low
X1,2024,Asia,Grey,Diesel,Manual,3,38653,50874,1874,Low
i3,2018,Asia,Grey,Petrol,Manual,4.9,11860,109094,3835,Low
M3,2018,Asia,Silver,Diesel,Manual,1.8,103705,112971,6439,Low
M5,2018,Middle East,Blue,Diesel,Automatic,1.5,77967,99193,5798,Low
5 Series,2018,Europe,Blue,Diesel,Automatic,3.3,170305,95728,6699,Low
X6,2019,South America,Red,Hybrid,Automatic,4.2,9169,46122,5616,Low
X3,2023,Africa,Grey,Petrol,Automatic,1.8,92315,37343,4239,Low
X6,2023,Europe,Silver,Electric,Automatic,4.4,114985,60505,5538,Low
M5,2018,Asia,Silver,Electric,Manual,3.7,69574,104642,515,Low
5 Series,2015,Africa,Black,Hybrid,Automatic,2.9,108715,83315,4413,Low
X5,2010,South America,Blue,Diesel,Manual,3,59647,65296,4694,Low
M5,2023,Middle East,White,Hybrid,Manual,3.1,194001,105713,7542,High
X1,2021,South America,Red,Hybrid,Manual,3.2,60610,117878,4632,Low
i8,2010,Africa,Grey,Hybrid,Manual,4.3,71178,62149,8478,High
X1,2017,North America,Black,Hybrid,Manual,3.7,112305,112685,8717,High
X5,2019,Middle East,Red,Diesel,Manual,4.3,21303,72700,9881,High
i8,2022,Middle East,Red,Petrol,Automatic,4.5,65711,56398,8457,High
5 Series,2012,Europe,Blue,Electric,Manual,2.2,38044,96905,1529,Low
i8,2016,South America,Blue,Electric,Manual,2.3,12770,47343,1838,Low
5 Series,2022,North America,Blue,Petrol,Manual,3.2,71896,50918,9851,High
3 Series,2010,Africa,Blue,Hybrid,Automatic,3.5,69419,62774,4225,Low
X5,2010,North America,Black,Diesel,Manual,2.3,156301,79915,9141,High
3 Series,2020,North America,Blue,Electric,Automatic,1.6,124802,109452,3309,Low
i3,2023,North America,Black,Electric,Automatic,1.7,81905,89800,6939,Low
M5,2020,North America,Grey,Hybrid,Automatic,2.5,142412,77804,4847,Low
7 Series,2020,North America,Blue,Petrol,Manual,2.3,156148,58753,2984,Low
X3,2017,Europe,White,Hybrid,Manual,4,6314,52002,3635,Low
X3,2017,Middle East,Blue,Hybrid,Manual,3.2,38454,49073,5743,Low
X3,2015,Middle East,Blue,Electric,Automatic,2.2,155187,45384,154,Low
5 Series,2020,Asia,White,Diesel,Manual,3.9,172156,115648,6845,Low
i8,2022,Africa,Silver,Hybrid,Manual,2.9,69547,81403,469,Low
X5,2010,North America,White,Petrol,Automatic,4.2,36199,39993,5185,Low
M5,2018,Europe,Silver,Electric,Automatic,4.8,134956,71167,1854,Low
i3,2021,North America,Black,Hybrid,Manual,2,186577,40218,1492,Low
X1,2017,Africa,Blue,Diesel,Manual,2.5,75562,65888,6740,Low
X6,2022,North America,Silver,Hybrid,Manual,2.5,3988,53399,8530,High
3 Series,2013,Asia,Red,Hybrid,Automatic,2.5,147583,49779,1631,Low
M5,2022,Middle East,Black,Diesel,Manual,2.6,90723,108955,8606,High
i3,2012,South America,Red,Electric,Manual,3.9,2096,106398,593,Low
M3,2023,Europe,Grey,Petrol,Manual,4.2,16382,59732,3335,Low
i3,2012,Africa,Black,Petrol,Manual,2.8,48471,79386,8164,High
X5,2023,Asia,Red,Hybrid,Automatic,2.6,38695,70805,2185,Low
i3,2015,North America,Blue,Electric,Automatic,4.8,95911,98555,1522,Low
i3,2019,Europe,White,Hybrid,Manual,3,24937,113015,3365,Low
7 Series,2018,Africa,White,Hybrid,Manual,3.5,11211,80252,954,Low
X5,2024,South America,White,Electric,Automatic,2.6,114761,34985,7498,High
X1,2019,Africa,White,Electric,Manual,2.1,100789,46438,1190,Low
5 Series,2010,Africa,White,Diesel,Automatic,4.7,33753,110812,3311,Low
X5,2012,Middle East,Grey,Petrol,Manual,4.3,57729,87028,8985,High
7 Series,2015,North America,Black,Electric,Automatic,4.6,73114,75801,3494,Low
5 Series,2021,Europe,Grey,Petrol,Manual,3.9,131823,60223,2816,Low
X1,2017,South America,White,Hybrid,Manual,3.2,199759,62749,5304,Low
M5,2022,Africa,Red,Hybrid,Manual,3,114018,71819,4838,Low
7 Series,2022,Europe,Silver,Electric,Automatic,2.9,150488,75252,5565,Low
5 Series,2011,Middle East,Grey,Petrol,Automatic,2.2,11260,115960,4199,Low
M5,2021,South America,Grey,Electric,Manual,3.5,135870,62692,3897,Low
3 Series,2011,South America,Black,Hybrid,Manual,2.3,196346,90532,4475,Low
i8,2023,Europe,Silver,Petrol,Manual,2.4,77259,97872,5257,Low
X1,2019,North America,White,Electric,Manual,3.7,7457,97853,9219,High
5 Series,2012,Middle East,Black,Hybrid,Manual,3,166954,101589,4717,Low
X5,2024,South America,Red,Electric,Manual,2.7,91051,107816,9144,High
M5,2023,Africa,Blue,Hybrid,Automatic,2.2,172237,54349,3849,Low
X3,2024,North America,Blue,Hybrid,Manual,4.3,138359,99649,6736,Low
X3,2015,Middle East,Silver,Petrol,Manual,4.7,82357,107642,4737,Low
3 Series,2024,Europe,Black,Petrol,Automatic,3.5,138446,60450,8313,High
X5,2016,Africa,Red,Diesel,Manual,2.1,25647,53839,4425,Low
X1,2016,Africa,Black,Diesel,Manual,3.3,54238,105318,3131,Low
i3,2021,North America,Black,Petrol,Manual,2.8,153047,78159,5301,Low
X1,2010,Middle East,Grey,Diesel,Manual,4.5,26493,107374,6025,Low
7 Series,2022,Africa,Silver,Hybrid,Automatic,1.7,103765,54719,7289,High
7 Series,2016,Asia,Grey,Diesel,Automatic,2,21590,111340,6364,Low
3 Series,2023,Europe,Blue,Hybrid,Manual,2,176969,68501,207,Low
X6,2020,Europe,Red,Hybrid,Manual,2.7,100005,116792,7548,High
3 Series,2019,Asia,Blue,Hybrid,Manual,1.7,8094,117752,2191,Low
7 Series,2024,North America,Grey,Electric,Automatic,4.4,159273,101843,1005,Low
i8,2020,South America,Blue,Electric,Manual,2.2,178388,74280,1957,Low
X5,2016,Middle East,Blue,Petrol,Manual,4.8,82991,76797,703,Low
X6,2016,Africa,Blue,Hybrid,Automatic,3,89766,43065,8303,High
3 Series,2017,South America,Grey,Electric,Automatic,3.3,20840,72900,9733,High
i8,2010,Middle East,White,Electric,Manual,2,94326,112507,1257,Low
X5,2016,Africa,White,Petrol,Manual,4.3,100881,94621,4749,Low
i8,2014,Asia,Red,Petrol,Automatic,3.3,198026,34549,4046,Low
X1,2022,South America,Black,Electric,Automatic,4.4,84922,101419,7557,High
7 Series,2012,Asia,Black,Diesel,Manual,2.8,161118,37447,9884,High
i8,2017,Middle East,Blue,Electric,Manual,2.7,73274,117693,1932,Low
X1,2016,South America,Grey,Hybrid,Automatic,3.8,87886,98339,9716,High
X3,2010,Asia,Black,Electric,Manual,2.1,7201,35100,5171,Low
X5,2020,Europe,White,Diesel,Automatic,3.5,148987,33261,7885,High
i8,2010,Europe,Black,Diesel,Automatic,2.7,61202,101207,4163,Low
5 Series,2021,Europe,Blue,Petrol,Automatic,3,39182,75835,2323,Low
7 Series,2023,Europe,Grey,Petrol,Manual,4.1,148257,83672,1021,Low
M3,2012,South America,Silver,Diesel,Manual,2.8,157169,68019,1889,Low
i8,2020,Middle East,Red,Diesel,Manual,4.6,133862,98191,3685,Low
3 Series,2011,South America,Silver,Diesel,Manual,2.2,24208,108874,9045,High
3 Series,2020,Africa,Blue,Diesel,Automatic,3.5,43829,111537,4585,Low
X6,2022,Europe,White,Petrol,Automatic,2.6,179168,102542,8047,High
i8,2024,North America,Blue,Electric,Manual,3.9,168603,81084,2136,Low
X6,2012,Asia,Blue,Diesel,Manual,2.6,142812,49034,8051,High
M5,2022,North America,Black,Electric,Automatic,4.7,131709,81975,434,Low
X6,2011,Middle East,Grey,Petrol,Manual,2.3,157726,112770,9156,High
X5,2019,Europe,Silver,Electric,Automatic,4.2,52896,112242,6139,Low
X6,2010,Africa,White,Diesel,Automatic,2,63295,51312,5753,Low
M3,2011,South America,Black,Petrol,Automatic,4.1,21205,100311,9494,High
i3,2014,Africa,Blue,Hybrid,Automatic,2,164740,90353,9675,High
i3,2017,Africa,White,Electric,Manual,4,49418,35854,9544,High
M3,2014,Asia,Silver,Diesel,Manual,3,59726,110104,5543,Low
X6,2022,South America,Black,Electric,Automatic,4.2,102553,70797,962,Low
3 Series,2019,Middle East,White,Petrol,Automatic,2.1,124003,100477,586,Low
X6,2022,Europe,Red,Hybrid,Automatic,2.1,7505,45684,5005,Low
i3,2016,Europe,Silver,Hybrid,Manual,2.1,150568,93240,9984,High
5 Series,2010,Middle East,Red,Diesel,Automatic,3.5,54935,112205,9931,High
X3,2018,North America,Blue,Hybrid,Automatic,2.1,186261,119872,6785,Low
X6,2014,North America,Grey,Electric,Automatic,2.4,171073,104312,7271,High
X1,2012,Middle East,Grey,Diesel,Manual,1.6,188457,88362,7596,High
7 Series,2016,Middle East,Red,Diesel,Manual,3.3,58359,69525,482,Low
i8,2017,Europe,White,Electric,Manual,2,138306,40208,8029,High
X3,2013,Europe,Blue,Petrol,Automatic,4.9,181683,30173,9036,High
5 Series,2019,Africa,Grey,Diesel,Manual,1.8,194310,42650,1268,Low
X5,2014,Asia,Red,Electric,Manual,2.9,25515,58917,3712,Low
M5,2019,Africa,Black,Hybrid,Automatic,2.3,63441,85319,9353,High
5 Series,2015,Middle East,Blue,Electric,Automatic,3.9,30587,30134,342,Low
M3,2014,Middle East,Silver,Electric,Manual,2.3,36024,37368,4586,Low
3 Series,2015,North America,Silver,Electric,Manual,3.6,23255,119564,9484,High
7 Series,2024,Africa,Grey,Hybrid,Manual,4.2,177149,81866,7494,High
3 Series,2018,Middle East,Silver,Diesel,Automatic,4.3,152172,74011,5936,Low
M5,2011,Middle East,White,Hybrid,Automatic,2.3,72858,70087,9750,High
i3,2021,South America,White,Electric,Automatic,1.8,83929,48077,5363,Low
X5,2021,Middle East,Blue,Electric,Manual,1.8,100079,97220,7342,High
X5,2011,South America,White,Electric,Manual,3.9,111818,105245,7793,High
